dataset,encoder,n_qubits,seed,epochs_inner,lr,n_genomes,pop_size,train_loss,train_acc,test_loss,test_acc,n_encoder_params,best_n_gates,best_n_genome_params,best_genome_number,elapsed_s
wine,learned,6,0,5,0.05,50,20,0.5834247469902039,0.7887323943661971,0.4863066077232361,0.8055555555555556,24,1,0,46,169.92708373069763
wine,fixed_angle,8,0,5,0.05,50,20,1.04982590675354,0.4507042253521127,0.9742224812507629,0.4722222222222222,0,3,3,41,54.62581729888916
wine,fixed_amplitude,8,0,5,0.05,50,20,0.935728132724762,0.6056338028169014,0.9286971688270569,0.6111111111111112,0,5,3,40,50.783010959625244
wine,learned,8,0,5,0.05,50,20,0.6245900392532349,0.795774647887324,0.46267053484916687,0.8611111111111112,32,3,1,36,222.3351867198944
wine,fixed_angle,10,0,5,0.05,50,20,1.1718367338180542,0.5140845070422535,0.9530974626541138,0.5,0,4,2,26,62.02674221992493
wine,fixed_amplitude,10,0,5,0.05,50,20,1.0888419151306152,0.4014084507042254,1.0910091400146484,0.3888888888888889,0,9,11,45,40.78207468986511
wine,learned,10,0,5,0.05,50,20,0.586142897605896,0.795774647887324,0.46545469760894775,0.8333333333333334,40,0,0,24,290.351744890213
seeds,fixed_angle,4,0,5,0.05,50,20,0.4346798062324524,0.875,0.42914918065071106,0.8571428571428571,0,3,3,41,51.40222144126892
seeds,fixed_amplitude,4,0,5,0.05,50,20,0.9051982164382935,0.5773809523809523,0.833885908126831,0.6190476190476191,0,3,2,34,53.24463176727295
seeds,learned,4,0,5,0.05,50,20,0.3656992018222809,0.8809523809523809,0.3320492208003998,0.8333333333333334,16,3,4,42,153.8510332107544
seeds,fixed_angle,6,0,5,0.05,50,20,0.6043478846549988,0.7380952380952381,0.434268593788147,0.9047619047619048,0,1,0,5,51.77659225463867
seeds,fixed_amplitude,6,0,5,0.05,50,20,9.577972412109375,0.5178571428571429,9.495142936706543,0.5952380952380952,0,1,0,5,51.54084897041321
seeds,learned,6,0,5,0.05,50,20,0.3389769494533539,0.875,0.2199234962463379,0.9761904761904762,24,1,0,5,206.52730751037598
seeds,fixed_angle,8,0,5,0.05,50,20,0.5484523177146912,0.8035714285714286,0.44566968083381653,0.8333333333333334,0,2,0,27,52.99023485183716
seeds,fixed_amplitude,8,0,5,0.05,50,20,1.0997310876846313,0.3333333333333333,1.0997309684753418,0.3333333333333333,0,8,8,44,48.23148727416992
seeds,learned,8,0,5,0.05,50,20,0.33480557799339294,0.8988095238095238,0.23847350478172302,0.9761904761904762,32,2,0,27,271.7141172885895
seeds,fixed_angle,10,0,5,0.05,50,20,0.6043478846549988,0.7380952380952381,0.434268593788147,0.9047619047619048,0,3,1,28,63.83080053329468
seeds,fixed_amplitude,10,0,5,0.05,50,20,1.093117594718933,0.3333333333333333,1.0821892023086548,0.3333333333333333,0,3,1,42,43.54620862007141
seeds,learned,10,0,5,0.05,50,20,0.3419398367404938,0.8809523809523809,0.23287023603916168,0.9523809523809523,40,1,0,28,335.82327103614807
breast_cancer,fixed_angle,4,0,5,0.05,50,20,0.3647342920303345,0.8483516483516483,0.39294400811195374,0.8596491228070176,0,6,8,47,137.3607964515686
breast_cancer,fixed_amplitude,4,0,5,0.05,50,20,0.5297519564628601,0.7494505494505495,0.5465291738510132,0.7192982456140351,0,4,6,48,115.42282319068909
breast_cancer,learned,4,0,5,0.05,50,20,0.2751011848449707,0.8989010989010989,0.2972237765789032,0.8859649122807017,16,4,6,49,389.7343864440918
breast_cancer,fixed_angle,6,0,5,0.05,50,20,0.3454265892505646,0.8879120879120879,0.3738032579421997,0.8771929824561403,0,7,4,49,141.26143789291382
breast_cancer,fixed_amplitude,6,0,5,0.05,50,20,0.5460877418518066,0.7186813186813187,0.5698145627975464,0.6578947368421053,0,2,1,8,108.98864817619324
breast_cancer,learned,6,0,5,0.05,50,20,0.26172709465026855,0.9098901098901099,0.27676430344581604,0.9035087719298246,24,6,7,40,537.6950263977051
breast_cancer,fixed_angle,8,0,5,0.05,50,20,0.33011701703071594,0.8769230769230769,0.3651806712150574,0.8771929824561403,0,3,1,44,171.45708298683167
breast_cancer,fixed_amplitude,8,0,5,0.05,50,20,0.5460877418518066,0.7186813186813187,0.5698145627975464,0.6578947368421053,0,4,2,49,110.51358222961426
breast_cancer,learned,8,0,5,0.05,50,20,0.2383899688720703,0.9296703296703297,0.2620270252227783,0.9385964912280702,32,4,4,41,693.1084179878235
breast_cancer,fixed_angle,10,0,5,0.05,50,20,0.3921758830547333,0.8373626373626374,0.4210706055164337,0.8508771929824561,0,3,3,39,151.95713114738464
breast_cancer,fixed_amplitude,10,0,5,0.05,50,20,0.6237377524375916,0.6461538461538462,0.613347053527832,0.6754385964912281,0,5,0,32,114.55547380447388
breast_cancer,learned,10,0,5,0.05,50,20,0.2544877231121063,0.9076923076923077,0.2918681800365448,0.8859649122807017,40,6,2,33,869.4140868186951
iris,fixed_basis,4,0,5,0.05,50,20,0.7334030270576477,0.725,0.8830878734588623,0.7666666666666667,0,5,6,48,41.90374279022217
iris,fixed_basis,6,0,5,0.05,50,20,0.9636565446853638,0.25,0.8610836267471313,0.3333333333333333,0,7,8,44,33.785423278808594
iris,fixed_basis,8,0,5,0.05,50,20,2.343174695968628,0.5416666666666666,0.7610029578208923,0.6666666666666666,0,4,4,46,31.477776050567627
iris,fixed_basis,10,0,5,0.05,50,20,0.5882412195205688,0.725,0.6683412790298462,0.7666666666666667,0,5,7,48,41.961793661117554
wine,fixed_basis,4,0,5,0.05,50,20,1.0663751363754272,0.36619718309859156,1.0012004375457764,0.4722222222222222,0,4,4,48,31.25328826904297
wine,fixed_basis,6,0,5,0.05,50,20,12.351688385009766,0.38028169014084506,10.277913093566895,0.4722222222222222,0,3,1,29,39.819700717926025
wine,fixed_basis,8,0,5,0.05,50,20,1.0095499753952026,0.49295774647887325,0.926605224609375,0.5833333333333334,0,6,8,45,51.53051948547363
wine,fixed_basis,10,0,5,0.05,50,20,1.0759928226470947,0.39436619718309857,1.013144612312317,0.4722222222222222,0,3,3,46,37.93068599700928
seeds,fixed_basis,4,0,5,0.05,50,20,0.7132159471511841,0.6904761904761905,0.7273167967796326,0.6666666666666666,0,3,5,50,44.06560778617859
seeds,fixed_basis,6,0,5,0.05,50,20,0.8297344446182251,0.5119047619047619,0.7635988593101501,0.5952380952380952,0,5,1,29,46.214465618133545
seeds,fixed_basis,8,0,5,0.05,50,20,0.8691683411598206,0.48214285714285715,0.911453366279602,0.42857142857142855,0,7,5,43,71.42515420913696
seeds,fixed_basis,10,0,5,0.05,50,20,0.8641709089279175,0.5476190476190477,0.7787699103355408,0.5952380952380952,0,8,4,46,53.26183247566223
breast_cancer,fixed_basis,4,0,5,0.05,50,20,0.4151698648929596,0.8219780219780219,0.545593798160553,0.7543859649122807,0,3,3,39,115.2350800037384
breast_cancer,fixed_basis,6,0,5,0.05,50,20,0.454068124294281,0.8219780219780219,0.490659236907959,0.7631578947368421,0,4,1,49,126.41072249412537
breast_cancer,fixed_basis,8,0,5,0.05,50,20,0.4723186790943146,0.8219780219780219,0.553248941898346,0.7543859649122807,0,4,4,36,145.00447273254395
breast_cancer,fixed_basis,10,0,5,0.05,50,20,0.4143391251564026,0.8219780219780219,0.46160659193992615,0.7894736842105263,0,5,3,46,130.06063437461853
iris,linear_proj,4,0,5,0.05,50,20,0.18934352695941925,0.9583333333333334,0.17377398908138275,0.9666666666666667,40,2,0,32,149.33710265159607
iris,reupload_euler,4,0,5,0.05,50,20,0.1464385688304901,0.95,0.11759500205516815,1.0,120,3,2,35,245.99617314338684
iris,linear_proj,6,0,5,0.05,50,20,0.22955170273780823,0.9416666666666667,0.19512319564819336,1.0,60,3,2,26,180.24633693695068
iris,reupload_euler,6,0,5,0.05,50,20,0.16586323082447052,0.95,0.1057422012090683,1.0,180,5,1,29,317.7795252799988
iris,linear_proj,8,0,5,0.05,50,20,0.24202926456928253,0.95,0.19874855875968933,1.0,80,4,1,34,264.4237358570099
iris,reupload_euler,8,0,5,0.05,50,20,0.16222959756851196,0.9583333333333334,0.09565825760364532,1.0,240,2,1,29,457.5368323326111
iris,linear_proj,10,0,5,0.05,50,20,0.19501683115959167,0.9416666666666667,0.15664051473140717,1.0,100,3,4,26,318.68591237068176
iris,reupload_euler,10,0,5,0.05,50,20,0.16964060068130493,0.9666666666666667,0.12859827280044556,1.0,300,3,0,29,584.6863343715668
wine,linear_proj,4,0,5,0.05,50,20,0.21105894446372986,0.9859154929577465,0.14473631978034973,1.0,112,5,4,43,151.3908610343933
wine,reupload_euler,4,0,5,0.05,50,20,0.1365758180618286,0.9929577464788732,0.10051846504211426,1.0,336,1,1,10,260.35894227027893
wine,linear_proj,6,0,5,0.05,50,20,0.23795552551746368,0.9647887323943662,0.18765529990196228,0.9722222222222222,168,1,1,11,214.8581759929657
wine,reupload_euler,6,0,5,0.05,50,20,0.12337610870599747,0.9929577464788732,0.11353863775730133,1.0,504,2,1,27,375.8208713531494
wine,linear_proj,8,0,5,0.05,50,20,0.1905248761177063,0.971830985915493,0.17487375438213348,1.0,224,2,1,9,277.8675112724304
wine,reupload_euler,8,0,5,0.05,50,20,0.15346992015838623,0.9859154929577465,0.12538357079029083,1.0,672,2,2,26,528.5183591842651
wine,linear_proj,10,0,5,0.05,50,20,0.22824832797050476,0.9366197183098591,0.1717439889907837,0.9722222222222222,280,0,0,5,355.4706680774689
wine,reupload_euler,10,0,5,0.05,50,20,0.12256169319152832,0.9859154929577465,0.12519213557243347,1.0,840,0,0,35,601.0909426212311
seeds,linear_proj,4,0,5,0.05,50,20,0.27844563126564026,0.8809523809523809,0.1830223649740219,0.9761904761904762,64,2,0,47,178.39032340049744
seeds,reupload_euler,4,0,5,0.05,50,20,0.26980623602867126,0.9345238095238095,0.19150343537330627,0.9285714285714286,192,1,0,6,315.0265533924103
seeds,linear_proj,6,0,5,0.05,50,20,0.21482740342617035,0.9345238095238095,0.18386365473270416,0.9285714285714286,96,1,1,12,291.50098943710327
seeds,reupload_euler,6,0,5,0.05,50,20,0.2592487037181854,0.9345238095238095,0.18805541098117828,1.0,288,2,3,24,556.9459965229034
seeds,linear_proj,8,0,5,0.05,50,20,0.2185063660144806,0.9285714285714286,0.1932711899280548,0.9285714285714286,128,0,0,12,417.16164898872375
seeds,reupload_euler,8,0,5,0.05,50,20,0.21321895718574524,0.9285714285714286,0.19207929074764252,0.9523809523809523,384,1,3,16,758.1111557483673
seeds,linear_proj,10,0,5,0.05,50,20,0.24846544861793518,0.9404761904761905,0.18223340809345245,0.9523809523809523,160,0,0,26,520.0480027198792
seeds,reupload_euler,10,0,5,0.05,50,20,0.22246810793876648,0.9285714285714286,0.18850177526474,0.9523809523809523,480,1,0,33,902.2872061729431
breast_cancer,linear_proj,4,0,5,0.05,50,20,0.1028696596622467,0.978021978021978,0.1194934993982315,0.9649122807017544,248,0,0,40,625.4052548408508
breast_cancer,reupload_euler,4,0,5,0.05,50,20,0.12269275635480881,0.9714285714285714,0.1327996551990509,0.9736842105263158,744,2,1,31,1013.1101968288422
breast_cancer,linear_proj,6,0,5,0.05,50,20,0.1022503525018692,0.9868131868131869,0.12295134365558624,0.9649122807017544,372,0,0,23,719.9669041633606
breast_cancer,reupload_euler,6,0,5,0.05,50,20,0.1243310272693634,0.9824175824175824,0.13416211307048798,0.9736842105263158,1116,1,1,27,1273.8558583259583
breast_cancer,linear_proj,8,0,5,0.05,50,20,0.10308629274368286,0.9802197802197802,0.12709715962409973,0.9649122807017544,496,1,1,46,864.0114257335663
breast_cancer,reupload_euler,8,0,5,0.05,50,20,0.11784105747938156,0.978021978021978,0.1292700320482254,0.9736842105263158,1488,2,0,33,1593.9693410396576
breast_cancer,linear_proj,10,0,5,0.05,50,20,0.10292501747608185,0.978021978021978,0.12341649830341339,0.9649122807017544,620,2,1,6,1124.1984059810638
breast_cancer,reupload_euler,10,0,5,0.05,50,20,0.12368710339069366,0.9758241758241758,0.1339581459760666,0.9736842105263158,1860,2,0,31,2023.1608443260193
